,open_time,open,high,low,close,asset_volume,num_trades,taker_quote_volume,symbol,pct_chg
1054495,2022-03-18 00:00:00,7.3775,7.9367,7.35,7.4579,11117190.436608,27410.0,6358637.63808,APEUSDT,1.2503733470906164
1054496,2022-03-18 00:05:00,7.4584,7.55,7.2501,7.34,5383912.130581,14651.0,2730466.70008,APEUSDT,-1.5808739725660104
1054497,2022-03-18 00:10:00,7.34,7.588,7.1882,7.5029,5525661.576124,14777.0,2937121.513363,APEUSDT,2.2193460490463224
1054498,2022-03-18 00:15:00,7.4903,7.7355,7.4616,7.6088,5655057.166981,17383.0,3011340.446073,APEUSDT,1.4114542376947536
1054499,2022-03-18 00:20:00,7.6094,7.7867,7.4069,7.7,7388691.043548,17512.0,3391035.550614,APEUSDT,1.1986121333193323
1054500,2022-03-18 00:25:00,7.7003,7.8901,7.6461,7.8758,4855283.968281,14030.0,2564675.111947,APEUSDT,2.283116883116887
1054501,2022-03-18 00:30:00,7.8759,8.143,7.861,7.9277,7577227.703362,19393.0,4168906.993469,APEUSDT,0.6589806749790483
1054502,2022-03-18 00:35:00,7.9208,8.0499,7.65,8.0479,5169751.296839,13930.0,2585095.874185,APEUSDT,1.5162026817362007
1054503,2022-03-18 00:40:00,8.0461,8.37,8.0,8.3074,7928485.546534,20184.0,4288246.742614,APEUSDT,3.224443643683439
1054504,2022-03-18 00:45:00,8.3074,8.46,8.13,8.3199,8135478.428492,21291.0,3848345.539168,APEUSDT,0.15046825721647394
1054505,2022-03-18 00:50:00,8.3199,8.4149,7.95,8.1147,5924892.568024,15728.0,2989544.995647,APEUSDT,-2.4663757977860468
1054506,2022-03-18 00:55:00,8.1089,8.35,8.0,8.2527,3759849.215447,12769.0,2017852.992472,APEUSDT,1.700617398055404
1054507,2022-03-18 01:00:00,8.2527,8.37,8.1269,8.1907,3032667.806157,11155.0,1454567.489306,APEUSDT,-0.7512692815684674
1054508,2022-03-18 01:05:00,8.1904,8.23,8.0502,8.1844,2016390.190657,7492.0,1033332.222115,APEUSDT,-0.07691650286300034
1054509,2022-03-18 01:10:00,8.1811,8.2076,7.7684,7.8579,4811194.63903,14842.0,2308326.164295,APEUSDT,-3.989296710815704
1054510,2022-03-18 01:15:00,7.8327,8.1206,7.8002,8.0272,3342564.968688,10356.0,2266095.725184,APEUSDT,2.1545196553786727
1054511,2022-03-18 01:20:00,8.0312,8.1512,8.0,8.1339,2124933.942418,7125.0,1331014.915622,APEUSDT,1.3292306159059297
1054512,2022-03-18 01:25:00,8.1346,8.1508,7.9,8.0,2468180.491911,7485.0,1324076.655159,APEUSDT,-1.6461967813718004
1054513,2022-03-18 01:30:00,8.0,8.089,7.9306,8.0104,2853394.822184,9033.0,2063168.251972,APEUSDT,0.1300000000000079
1054514,2022-03-18 01:35:00,8.0077,8.075,7.9998,8.0599,1339495.438563,5380.0,775180.130184,APEUSDT,0.617946669329883
1054515,2022-03-18 01:40:00,8.0599,8.2648,8.0599,8.226,5139510.028529,9592.0,4100205.207682,APEUSDT,2.0608196131465695
1054516,2022-03-18 01:45:00,8.235,8.27,8.0,8.0876,4016031.473785,8912.0,1229181.139318,APEUSDT,-1.6824702163870775
1054517,2022-03-18 01:50:00,8.0828,8.1285,7.999,8.0719,1876606.783305,5977.0,1040280.731524,APEUSDT,-0.19412433849350652
1054518,2022-03-18 01:55:00,8.0699,8.1248,7.9118,7.94,2250963.339727,7409.0,999489.58486,APEUSDT,-1.6340638511378902
1054519,2022-03-18 02:00:00,7.94,7.9597,7.7624,7.8142,4531343.196776,14724.0,2486606.399884,APEUSDT,-1.5843828715365382
1054520,2022-03-18 02:05:00,7.8101,7.8251,7.617,7.7113,2184303.477122,7721.0,1054218.955101,APEUSDT,-1.3168334570397455
1054521,2022-03-18 02:10:00,7.708,7.7553,7.6487,7.6649,1463994.018311,4484.0,730375.857161,APEUSDT,-0.6017143672273018
1054522,2022-03-18 02:15:00,7.6677,7.7504,7.6,7.7437,1939671.670002,6223.0,968065.548865,APEUSDT,1.0280629884277692
1054523,2022-03-18 02:20:00,7.7442,7.7599,7.7162,7.7291,1035427.060169,3384.0,513806.108217,APEUSDT,-0.18854036184252632
1054524,2022-03-18 02:25:00,7.7292,7.7292,7.6,7.6202,1252005.420176,4716.0,527281.308966,APEUSDT,-1.4089609398248215
1054525,2022-03-18 02:30:00,7.6232,7.63,7.4928,7.5252,1893272.173653,6597.0,788700.350295,APEUSDT,-1.2466864386761478
1054526,2022-03-18 02:35:00,7.5256,7.5257,7.38,7.4064,2317682.195242,8025.0,850194.177362,APEUSDT,-1.5786955828416604
1054527,2022-03-18 02:40:00,7.4058,7.5875,7.3985,7.4931,2513035.549214,7178.0,1504464.151637,APEUSDT,1.1706092028515913
1054528,2022-03-18 02:45:00,7.4995,7.6199,7.4882,7.5492,1896340.801723,5711.0,995021.055112,APEUSDT,0.7486887936901887
1054529,2022-03-18 02:50:00,7.5493,7.5647,7.35,7.3578,1336968.342876,4459.0,548543.791262,APEUSDT,-2.5353679860117606
1054530,2022-03-18 02:55:00,7.3569,7.4224,7.273,7.388,1805774.542833,6259.0,921200.537521,APEUSDT,0.41044877544917924
1054531,2022-03-18 03:00:00,7.3876,7.4255,7.2955,7.377,1921460.085066,6013.0,1104007.972608,APEUSDT,-0.148890092041154
1054532,2022-03-18 03:05:00,7.3762,7.4991,7.3101,7.4891,2196287.312817,5557.0,1176845.541803,APEUSDT,1.5195879083638397
1054533,2022-03-18 03:10:00,7.4891,7.5,7.3743,7.4621,1550467.455482,4518.0,939035.02378,APEUSDT,-0.36052396149068855
1054534,2022-03-18 03:15:00,7.4631,7.5608,7.4631,7.559,1311448.164205,4195.0,802925.400241,APEUSDT,1.2985620669784703
1054535,2022-03-18 03:20:00,7.559,7.65,7.5048,7.6461,2492114.446599,5741.0,1375246.578002,APEUSDT,1.1522688186268004
1054536,2022-03-18 03:25:00,7.6461,7.7598,7.594,7.6916,2926626.709795,6736.0,1737995.591488,APEUSDT,0.5950746132015183
1054537,2022-03-18 03:30:00,7.6916,7.846,7.6364,7.6616,2649896.626002,7425.0,1368834.008832,APEUSDT,-0.39003588330126515
1054538,2022-03-18 03:35:00,7.662,7.7154,7.5589,7.5899,1852648.51055,5320.0,956170.801584,APEUSDT,-0.9358358567401082
1054539,2022-03-18 03:40:00,7.5896,7.6697,7.5801,7.62,873403.662091,2770.0,544139.900083,APEUSDT,0.39657966508122033
1054540,2022-03-18 03:45:00,7.6199,7.7514,7.6183,7.7217,1281245.977563,3725.0,751361.421218,APEUSDT,1.3346456692913344
1054541,2022-03-18 03:50:00,7.7229,7.8,7.69,7.7851,1254411.557078,3671.0,694426.20686,APEUSDT,0.8210627193493636
1054542,2022-03-18 03:55:00,7.7905,7.855,7.7345,7.7777,2536240.534764,6094.0,1496082.709333,APEUSDT,-0.09505337118340673
1054543,2022-03-18 04:00:00,7.7777,7.8999,7.6841,7.838,2140702.110957,5799.0,1245567.992515,APEUSDT,0.7752934672203837
1054544,2022-03-18 04:05:00,7.8343,7.87,7.78,7.8042,1315732.657354,4132.0,651678.946619,APEUSDT,-0.43123245725951165
1054545,2022-03-18 04:10:00,7.8033,7.86,7.7837,7.8464,1115866.048788,3306.0,647119.307915,APEUSDT,0.540734476307625
1054546,2022-03-18 04:15:00,7.8464,7.8499,7.7654,7.7978,1090789.325031,3148.0,488362.405117,APEUSDT,-0.6193923327895701
1054547,2022-03-18 04:20:00,7.799,7.9855,7.7819,7.9844,1726759.271166,4372.0,1161335.498328,APEUSDT,2.392982636128149
1054548,2022-03-18 04:25:00,7.9844,8.1366,7.9151,8.0824,3298674.653852,8187.0,1666533.965975,APEUSDT,1.2273934171634693
1054549,2022-03-18 04:30:00,8.0775,8.2,8.0365,8.1381,3562532.334513,10953.0,1560349.915337,APEUSDT,0.689151737107796
1054550,2022-03-18 04:35:00,8.1382,8.1499,7.916,8.0005,2992406.298722,8241.0,1343603.430291,APEUSDT,-1.6908123517774265
1054551,2022-03-18 04:40:00,8.0059,8.125,7.9412,8.0761,2030876.712979,5844.0,1007353.492951,APEUSDT,0.9449409411911747
1054552,2022-03-18 04:45:00,8.0772,8.1198,7.9907,8.1144,1263140.683701,3933.0,674534.54827,APEUSDT,0.47423880338282043
1054553,2022-03-18 04:50:00,8.1099,8.2,8.0873,8.1784,2117340.307277,5870.0,1290740.160267,APEUSDT,0.78872128561569
1054554,2022-03-18 04:55:00,8.1785,8.2242,8.039,8.0956,2686535.015972,7105.0,1281146.406306,APEUSDT,-1.0124229678176722
1054555,2022-03-18 05:00:00,8.0956,8.18,8.0452,8.1699,1469101.607979,4364.0,757505.758811,APEUSDT,0.9177824991353445
1054556,2022-03-18 05:05:00,8.1699,8.2503,8.1271,8.2273,2342254.604998,5629.0,1471997.089625,APEUSDT,0.7025789789348647
1054557,2022-03-18 05:10:00,8.2285,8.379,8.1902,8.3666,3778559.141957,9042.0,2249386.185896,APEUSDT,1.6931435586401422
1054558,2022-03-18 05:15:00,8.3666,8.39,8.2801,8.346,2647573.230791,6533.0,1289150.093961,APEUSDT,-0.24621710133148067
1054559,2022-03-18 05:20:00,8.3459,8.6,8.3176,8.5555,4630765.788694,10594.0,3074961.35422,APEUSDT,2.510184519530312
1054560,2022-03-18 05:25:00,8.5555,8.87,8.5058,8.842,6478890.780137,16487.0,3695843.622426,APEUSDT,3.348723043656121
1054561,2022-03-18 05:30:00,8.8423,8.9,8.5583,8.6798,7620055.28133,18501.0,3800143.746038,APEUSDT,-1.8344266003166743
1054562,2022-03-18 05:35:00,8.6823,8.8255,8.46,8.5308,5500571.602169,12189.0,2679857.096284,APEUSDT,-1.7166294154243311
1054563,2022-03-18 05:40:00,8.5329,8.6883,8.385,8.6842,3874367.857239,10791.0,1917156.468752,APEUSDT,1.7981900876822943
1054564,2022-03-18 05:45:00,8.6816,8.79,8.6581,8.7214,3045120.726306,8251.0,1411938.340008,APEUSDT,0.4283641555929085
1054565,2022-03-18 05:50:00,8.7219,8.75,8.5886,8.719,2354840.026268,6853.0,1220919.786172,APEUSDT,-0.027518517669178344
1054566,2022-03-18 05:55:00,8.72,8.8753,8.6515,8.7764,4264466.2585,9606.0,2319391.695971,APEUSDT,0.6583323775662508
1054567,2022-03-18 06:00:00,8.7764,8.7764,8.5635,8.575,2096411.140769,5700.0,740163.99801,APEUSDT,-2.294790574723138
1054568,2022-03-18 06:05:00,8.5749,8.73,8.5549,8.6839,2358501.410671,6416.0,1275009.291982,APEUSDT,1.269970845481061
1054569,2022-03-18 06:10:00,8.6839,8.6999,8.43,8.4938,1970058.368601,6640.0,808438.97596,APEUSDT,-2.1891085802461907
1054570,2022-03-18 06:15:00,8.5067,8.5927,8.3479,8.368,2401817.013058,7042.0,1134874.7561,APEUSDT,-1.48108031740799
1054571,2022-03-18 06:20:00,8.3709,8.4099,8.1791,8.3,3533305.848395,8566.0,1834023.596755,APEUSDT,-0.8126195028680616
1054572,2022-03-18 06:25:00,8.3,8.5986,8.2995,8.5528,3013888.834899,6923.0,1552478.602985,APEUSDT,3.0457831325301
1054573,2022-03-18 06:30:00,8.5534,8.5599,8.4669,8.5364,1236025.473728,3731.0,678465.107287,APEUSDT,-0.19175007015245216
1054574,2022-03-18 06:35:00,8.536,8.54,8.3421,8.44,1384820.949381,3969.0,594559.991049,APEUSDT,-1.129281664401871
1054575,2022-03-18 06:40:00,8.44,8.44,8.2958,8.3077,1242892.726439,3214.0,567060.955406,APEUSDT,-1.5675355450236794
1054576,2022-03-18 06:45:00,8.3058,8.4355,8.2598,8.3637,1491705.01133,4090.0,716676.621383,APEUSDT,0.6740734499319778
1054577,2022-03-18 06:50:00,8.3638,8.3657,8.2893,8.3369,855363.617192,2645.0,387444.059964,APEUSDT,-0.32043234453650316
1054578,2022-03-18 06:55:00,8.3387,8.3434,8.1809,8.2565,1688468.642854,3956.0,729243.290817,APEUSDT,-0.9643872422603006
1054579,2022-03-18 07:00:00,8.2526,8.3,8.0516,8.1926,2588123.223541,5245.0,1392593.526913,APEUSDT,-0.773935687034466
1054580,2022-03-18 07:05:00,8.1926,8.2199,8.0962,8.2198,995235.930917,2899.0,470567.220373,APEUSDT,0.33200693308594875
1054581,2022-03-18 07:10:00,8.2198,8.3,8.2045,8.2805,1620607.971029,4047.0,934507.39762,APEUSDT,0.7384607898002438
1054582,2022-03-18 07:15:00,8.2805,8.438,8.2636,8.3964,2452433.224314,4981.0,1424762.173773,APEUSDT,1.399673932733525
1054583,2022-03-18 07:20:00,8.3964,8.4187,8.2855,8.3225,1371971.707173,4299.0,564885.48898,APEUSDT,-0.8801391072364328
1054584,2022-03-18 07:25:00,8.3205,8.4428,8.301,8.4269,1485709.002126,4137.0,767148.860945,APEUSDT,1.25443075998799
1054585,2022-03-18 07:30:00,8.4269,8.55,8.41,8.5184,2121811.171198,5461.0,1176665.087164,APEUSDT,1.0858085416938668
1054586,2022-03-18 07:35:00,8.5196,8.54,8.35,8.3956,1915507.913801,5328.0,734524.864763,APEUSDT,-1.4415852742298951
1054587,2022-03-18 07:40:00,8.3955,8.4196,8.301,8.3274,870681.775419,2506.0,394795.609771,APEUSDT,-0.8123302682357281
1054588,2022-03-18 07:45:00,8.3275,8.5,8.302,8.4915,979182.046524,2623.0,638335.894179,APEUSDT,1.9706030693853904
1054589,2022-03-18 07:50:00,8.4963,8.5814,8.4,8.493,2193444.620365,5513.0,985323.652378,APEUSDT,0.017664723547072825
1054590,2022-03-18 07:55:00,8.4987,8.55,8.45,8.5192,1050697.344103,2996.0,492330.557461,APEUSDT,0.30848934416578544
1054591,2022-03-18 08:00:00,8.5192,8.7699,8.5192,8.7557,2971067.635347,6528.0,1826179.890166,APEUSDT,2.776082261245172
1054592,2022-03-18 08:05:00,8.7664,8.84,8.6998,8.7726,3179856.193691,7231.0,1661127.930658,APEUSDT,0.1930171202759512
1054593,2022-03-18 08:10:00,8.7663,8.8249,8.6107,8.8027,2262189.299326,5574.0,1082565.154497,APEUSDT,0.34311378610674126
1054594,2022-03-18 08:15:00,8.8068,8.9934,8.7993,8.936,4892776.269821,9971.0,3097075.932623,APEUSDT,1.5143081100116973
1054595,2022-03-18 08:20:00,8.936,9.4031,8.9342,9.3242,8671100.517689,16779.0,5586853.543702,APEUSDT,4.344225604297214
1054596,2022-03-18 08:25:00,9.3242,9.3323,9.012,9.2873,6097907.66226,12722.0,2673347.30189,APEUSDT,-0.39574440702686564
1054597,2022-03-18 08:30:00,9.2837,9.5,9.2397,9.3293,7177425.51509,15420.0,3772166.763673,APEUSDT,0.4522304652590181
1054598,2022-03-18 08:35:00,9.3248,9.7285,9.3058,9.7039,7026650.86268,15609.0,3955712.122319,APEUSDT,4.0153066146441985
1054599,2022-03-18 08:40:00,9.7055,10.2,9.6607,9.9903,12401990.017948,26997.0,7421259.763711,APEUSDT,2.95139067797483
1054600,2022-03-18 08:45:00,9.9903,10.0781,9.5188,9.5263,9336695.133664,22799.0,4037576.753251,APEUSDT,-4.6445051700149005
1054601,2022-03-18 08:50:00,9.5263,9.6808,9.4401,9.4698,5415297.969546,12924.0,2328566.387277,APEUSDT,-0.5930949056821788
1054602,2022-03-18 08:55:00,9.4668,9.69,9.4666,9.5428,4507405.323427,9532.0,2268349.93001,APEUSDT,0.7708716129168458
1054603,2022-03-18 09:00:00,9.5466,9.693,9.0782,9.1928,7527024.286565,17368.0,3802177.463739,APEUSDT,-3.6676866328540836
1054604,2022-03-18 09:05:00,9.19,9.48,9.1348,9.3307,4313045.101823,10238.0,2575529.219373,APEUSDT,1.5000870246279607
1054605,2022-03-18 09:10:00,9.33,9.5064,9.2557,9.4174,2933003.370044,6950.0,1729621.635902,APEUSDT,0.9291907359576523
1054606,2022-03-18 09:15:00,9.4105,9.42,9.1534,9.2035,2849780.819619,7049.0,1328315.923164,APEUSDT,-2.2713275426338497
1054607,2022-03-18 09:20:00,9.2075,9.2961,9.1162,9.2694,3132763.84399,6202.0,1792658.490801,APEUSDT,0.7160319443689778
1054608,2022-03-18 09:25:00,9.2759,9.3909,9.2401,9.2609,2632904.488286,5215.0,1212483.035949,APEUSDT,-0.0916995706302437
1054609,2022-03-18 09:30:00,9.2659,9.4242,9.2471,9.3699,2987108.783461,5510.0,1601712.530592,APEUSDT,1.1769914371173362
1054610,2022-03-18 09:35:00,9.3697,9.7958,9.3226,9.7,5819376.168636,10468.0,3841857.011532,APEUSDT,3.5229831695108738
1054611,2022-03-18 09:40:00,9.6978,9.9009,9.575,9.6446,5190211.25037,13037.0,2517377.554698,APEUSDT,-0.5711340206185467
1054612,2022-03-18 09:45:00,9.642,9.75,9.5244,9.6448,3477310.246496,8905.0,1721214.205522,APEUSDT,0.0020736992721204217
1054613,2022-03-18 09:50:00,9.6388,9.85,9.5543,9.7678,4054906.49908,8756.0,2313358.915352,APEUSDT,1.2752986065029726
1054614,2022-03-18 09:55:00,9.7616,10.1344,9.7604,10.0871,10359521.891598,18577.0,4974707.378419,APEUSDT,3.268903949712332
1054615,2022-03-18 10:00:00,10.0686,10.6,10.0686,10.3555,12745765.493187,24667.0,6406068.952513,APEUSDT,2.6608242210347743
1054616,2022-03-18 10:05:00,10.3778,10.58,10.2929,10.5166,7260393.453611,16193.0,3444401.018543,APEUSDT,1.5556950412824122
1054617,2022-03-18 10:10:00,10.5132,10.9448,10.5128,10.9014,9730215.003928,22403.0,5357006.016348,APEUSDT,3.658977235988825
1054618,2022-03-18 10:15:00,10.9014,11.66,10.87,11.202,18336616.949033,41439.0,9806301.122785,APEUSDT,2.757443998018605
1054619,2022-03-18 10:20:00,11.2029,11.548,11.1007,11.3188,10202268.028388,25236.0,5376316.929656,APEUSDT,1.0426709516157873
1054620,2022-03-18 10:25:00,11.3216,11.3332,10.65,10.7959,12598550.090876,31322.0,5833398.338223,APEUSDT,-4.619747676432128
1054621,2022-03-18 10:30:00,10.7944,10.9866,10.474,10.9698,11061667.968087,23182.0,5501714.971676,APEUSDT,1.6107966913365246
1054622,2022-03-18 10:35:00,10.9697,11.5,10.8467,11.4992,11564156.079392,30453.0,6199387.385125,APEUSDT,4.825976772593865
1054623,2022-03-18 10:40:00,11.4993,11.9,11.2008,11.5,16651440.75735,37576.0,8235521.125022,APEUSDT,0.0069570057047441125
1054624,2022-03-18 10:45:00,11.4997,11.783,11.3,11.4718,9872937.038679,27690.0,4872876.966774,APEUSDT,-0.24521739130435316
1054625,2022-03-18 10:50:00,11.465,11.5,11.0292,11.3754,9294670.877136,22237.0,4262673.487239,APEUSDT,-0.8403214839868167
1054626,2022-03-18 10:55:00,11.3773,11.75,11.2745,11.5736,11429739.968525,26061.0,6745049.090755,APEUSDT,1.7423563127450414
1054627,2022-03-18 11:00:00,11.5775,11.6792,11.2185,11.2616,6612002.184356,18195.0,3008249.528936,APEUSDT,-2.6957904195755944
1054628,2022-03-18 11:05:00,11.264,11.3698,11.1,11.2255,5433610.179162,14372.0,2777087.016608,APEUSDT,-0.3205583576045945
1054629,2022-03-18 11:10:00,11.2251,11.64,11.22,11.6107,6416782.90113,17638.0,3693405.88822,APEUSDT,3.4314729856131043
1054630,2022-03-18 11:15:00,11.6128,12.0,11.5522,11.9348,12953196.516482,32800.0,7589376.812444,APEUSDT,2.7913906999577964
1054631,2022-03-18 11:20:00,11.9293,12.2,11.36,11.5685,15361538.685851,34674.0,7810729.740876,APEUSDT,-3.069175855481443
1054632,2022-03-18 11:25:00,11.5755,11.8829,11.4537,11.8811,6463981.933846,16246.0,3583802.446016,APEUSDT,2.7021653628387377
1054633,2022-03-18 11:30:00,11.8773,11.98,11.6395,11.7581,6788820.279094,16365.0,3492821.005371,APEUSDT,-1.0352576781611056
1054634,2022-03-18 11:35:00,11.7547,11.7819,11.41,11.6213,9176730.836132,15935.0,5665777.033064,APEUSDT,-1.16345327901618
1054635,2022-03-18 11:40:00,11.624,11.71,11.5,11.592,4200956.197512,11077.0,2195950.024198,APEUSDT,-0.2521232564343001
1054636,2022-03-18 11:45:00,11.5903,11.66,11.18,11.3586,7460123.041561,18037.0,3234926.674334,APEUSDT,-2.013457556935827
1054637,2022-03-18 11:50:00,11.3589,11.3799,10.8137,10.97,11306215.511168,27549.0,5700249.028583,APEUSDT,-3.421196274188709
1054638,2022-03-18 11:55:00,10.9699,11.1792,10.9311,11.1032,8954191.463629,15954.0,6454272.67086,APEUSDT,1.2142206016408252
1054639,2022-03-18 12:00:00,11.1013,11.65,11.0798,11.3641,6525502.929148,15562.0,3994296.86974,APEUSDT,2.3497730384033577
1054640,2022-03-18 12:05:00,11.3638,11.45,11.2578,11.3996,3739614.84865,9764.0,1847179.743466,APEUSDT,0.3123872546000106
1054641,2022-03-18 12:10:00,11.3987,11.6,11.2578,11.2585,2825889.039296,7537.0,1254523.246218,APEUSDT,-1.2377627285167891
1054642,2022-03-18 12:15:00,11.2586,11.26,10.88,11.0,6755790.975578,17304.0,3610147.481071,APEUSDT,-2.2960429897410872
1054643,2022-03-18 12:20:00,10.9996,11.0,10.6601,10.8272,4766561.074152,12237.0,2224227.885779,APEUSDT,-1.5709090909091006
1054644,2022-03-18 12:25:00,10.8272,11.0,10.7738,10.9229,4038706.85017,9002.0,2118442.606354,APEUSDT,0.8838850302940848
1054645,2022-03-18 12:30:00,10.9186,11.0,10.8645,10.8816,3336755.592368,7218.0,1839106.315817,APEUSDT,-0.3781047157806028
1054646,2022-03-18 12:35:00,10.8816,10.9127,10.6,10.7611,5549692.84468,11212.0,2534081.278836,APEUSDT,-1.1073739156006401
1054647,2022-03-18 12:40:00,10.7616,10.9484,10.6862,10.91,3778248.263941,7605.0,1702712.975897,APEUSDT,1.383687541236478
1054648,2022-03-18 12:45:00,10.9098,11.0,10.8799,10.8976,5644012.622924,8168.0,3674145.354333,APEUSDT,-0.11365719523372952
1054649,2022-03-18 12:50:00,10.8975,11.3086,10.8142,11.2464,7218864.557711,13284.0,4261637.100388,APEUSDT,3.200704742328586
1054650,2022-03-18 12:55:00,11.2475,11.4007,11.1101,11.3368,5155942.364576,10438.0,2720343.031141,APEUSDT,0.8038127756437641
1054651,2022-03-18 13:00:00,11.3369,11.45,11.09,11.2027,4693101.962251,11016.0,2356819.378814,APEUSDT,-1.1828734739961932
1054652,2022-03-18 13:05:00,11.2058,11.52,11.1493,11.4753,5302838.508631,10336.0,3231564.240111,APEUSDT,2.4333419622055485
1054653,2022-03-18 13:10:00,11.4745,11.6,11.3801,11.4172,4765445.26475,9490.0,2545406.057726,APEUSDT,-0.5063048460606789
1054654,2022-03-18 13:15:00,11.4128,11.6899,11.2923,11.613,4290290.583554,9374.0,2197295.893659,APEUSDT,1.714956381599686
1054655,2022-03-18 13:20:00,11.6125,11.85,11.5903,11.8,7944112.416693,15106.0,4062309.892776,APEUSDT,1.61026435890812
1054656,2022-03-18 13:25:00,11.8,11.8237,11.5961,11.6551,4480410.592687,11153.0,1984575.241048,APEUSDT,-1.2279661016949328
1054657,2022-03-18 13:30:00,11.6535,11.7799,11.2642,11.4,5472079.35378,11616.0,2359337.558405,APEUSDT,-2.1887414093401114
1054658,2022-03-18 13:35:00,11.3997,11.6269,11.3824,11.4865,2502907.125906,7380.0,1349020.922276,APEUSDT,0.7587719298245643
1054659,2022-03-18 13:40:00,11.4879,11.491,11.0343,11.1306,5180676.954419,9496.0,2150669.630667,APEUSDT,-3.0984198842119004
1054660,2022-03-18 13:45:00,11.1338,11.3196,10.9642,11.2785,6444931.58322,12218.0,3309658.664107,APEUSDT,1.328769338580127
1054661,2022-03-18 13:50:00,11.2786,11.3909,11.2734,11.3435,2375705.816449,7343.0,1048745.819496,APEUSDT,0.5763177727534874
1054662,2022-03-18 13:55:00,11.3438,11.5409,11.23,11.3138,4659234.012744,9089.0,2089255.550224,APEUSDT,-0.26182395204301656
1054663,2022-03-18 14:00:00,11.3132,11.6,11.3085,11.4633,4327659.896459,8608.0,2297905.592578,APEUSDT,1.3213951103961508
1054664,2022-03-18 14:05:00,11.4673,11.6,11.3349,11.4325,3243264.467901,6298.0,1764495.078337,APEUSDT,-0.26868353789921695
1054665,2022-03-18 14:10:00,11.4308,11.499,11.3901,11.4588,1818145.375794,4164.0,1052534.534926,APEUSDT,0.23004592171442795
1054666,2022-03-18 14:15:00,11.4588,11.7,11.4564,11.5969,4921090.755044,9451.0,2860386.420278,APEUSDT,1.2051872796453367
1054667,2022-03-18 14:20:00,11.5916,11.85,11.58,11.8263,7815487.319549,12549.0,4706572.122523,APEUSDT,1.9781148410350946
1054668,2022-03-18 14:25:00,11.8239,12.25,11.8216,11.9222,16008213.814568,25099.0,9033626.520379,APEUSDT,0.8109045094408351
1054669,2022-03-18 14:30:00,11.9124,12.277,11.7646,12.1656,10457232.365909,21201.0,5276895.844908,APEUSDT,2.041569508983243
1054670,2022-03-18 14:35:00,12.1746,12.3,12.1,12.1758,9288524.59273,21294.0,4015823.431821,APEUSDT,0.08384296705465921
1054671,2022-03-18 14:40:00,12.1758,12.4174,12.005,12.3928,9692292.528606,20321.0,5267309.583697,APEUSDT,1.7822237553179132
1054672,2022-03-18 14:45:00,12.3942,12.5,12.2161,12.2891,8369388.379714,19389.0,3907703.648433,APEUSDT,-0.8367761926279749
