close_time,open,high,low,close,volume,asset_volume,num_trades,taker_base_volume,taker_quote_volume
2022-07-01 08:05:00,19942.21,19978.47,19671.54,19720.27,1500.73213,29738624.7,18444,692.71753,13730396.51
2022-07-01 08:10:00,19720.28,19824.99,19658.97,19779.77,945.32135,18661756.55,11457,487.43124,9621930.263
2022-07-01 08:15:00,19779.77,19812.58,19707,19724.38,617.76929,12210675.44,7521,244.41978,4829767.63
2022-07-01 08:20:00,19724.39,19811.69,19704.56,19795.44,464.63898,9179268.916,6709,225.60132,4456851.015
2022-07-01 08:25:00,19795.43,19813.3,19748.36,19750.16,323.53863,6399147.006,4252,167.23182,3308142.8
2022-07-01 08:30:00,19750.15,20699.99,19750.11,20491.03,3427.47541,69426236.81,37118,2098.52562,42489546.93
2022-07-01 08:35:00,20491.03,20918.35,20432.6,20584.17,3010.74943,62218772.36,38190,1615.14635,33390302.19
2022-07-01 08:40:00,20584.16,20598.49,20367.92,20381.81,1566.20324,32063734.74,19249,759.48995,15547422.76
2022-07-01 08:45:00,20381.82,20497.04,20369.6,20412.41,1183.34036,24177692.73,13033,574.63379,11741353.05
2022-07-01 08:50:00,20412.4,20502.26,20398,20424.76,797.21307,16297890.62,9714,416.56812,8515758.156
2022-07-01 08:55:00,20427.23,20435.71,20341.67,20385.83,575.0985,11732111.36,7309,260.39702,5311720.958
2022-07-01 09:00:00,20385.84,20414.36,20259.24,20295.08,690.19918,14022057.44,10059,326.87084,6640293.644
2022-07-01 09:05:00,20295.09,20389.64,20260,20349.96,592.93328,12047204.64,8161,328.82739,6681687.034
2022-07-01 09:10:00,20349.96,20447.27,20336.19,20337.1,640.98452,13069286.71,7751,312.65476,6374875.824
2022-07-01 09:15:00,20337.09,20352.96,20273.41,20299.26,381.06282,7737658.43,6175,186.46281,3785909.194
2022-07-01 09:20:00,20299.26,20364.63,20263.24,20338.02,541.49021,11003555.52,6581,299.43916,6085678.088
2022-07-01 09:25:00,20338.02,20385.83,20310.36,20310.37,430.04242,8750462.243,5393,213.05562,4335510.728
2022-07-01 09:30:00,20310.36,20390,20310.09,20390,344.91203,7020734.971,4588,205.71553,4187232.393
2022-07-01 09:35:00,20390,20390,20285.89,20304.34,336.22162,6831442.532,5057,177.36411,3603354.048
2022-07-01 09:40:00,20304.35,20415,20297.99,20401.67,407.47134,8288878.08,5466,244.25113,4968076.821
2022-07-01 09:45:00,20401.66,20475.15,20386.8,20424.39,766.58551,15663209.73,7564,409.90455,8374054.922
2022-07-01 09:50:00,20424.39,20437.98,20377.7,20403.21,323.73924,6606525.893,4207,140.79991,2872879.526
2022-07-01 09:55:00,20403.22,20440,20396.1,20424.68,249.92991,5102646.331,3431,120.63717,2462803.817
2022-07-01 10:00:00,20424.68,20437.33,20381.73,20416.46,226.77923,4627948.052,3697,105.45339,2151859.218
2022-07-01 10:05:00,20416.45,20427.84,20365.99,20368.44,309.17609,6306940.954,4101,152.7037,3114713.283
2022-07-01 10:10:00,20368.45,20440,20353.35,20427.82,266.82761,5441868.147,4212,138.9197,2832583.332
2022-07-01 10:15:00,20427.83,20552.29,20407,20493.98,532.7839,10911950.41,6999,277.11674,5674655.37
2022-07-01 10:20:00,20493.98,20499.88,20454.54,20460.01,242.56789,4966170.474,3460,115.30996,2360541.454
2022-07-01 10:25:00,20460.02,20460.02,20404.87,20428.93,341.85925,6982795.996,4347,166.36175,3397506.107
2022-07-01 10:30:00,20428.94,20462.19,20383.63,20392.01,252.90142,5164068.487,3706,124.0382,2532525.015
2022-07-01 10:35:00,20392,20397.36,20326.2,20339.1,314.43781,6399800.512,4613,139.69051,2842831.175
2022-07-01 10:40:00,20339.1,20348.69,20318.09,20335.36,182.50134,3711283.656,3617,88.4605,1798780.888
2022-07-01 10:45:00,20335.36,20347.78,20310.03,20337.2,256.22825,5209462.527,4094,125.01107,2541355.485
2022-07-01 10:50:00,20337.21,20343.03,20278.57,20290.52,315.02286,6395647.487,4882,155.32194,3152919.288
2022-07-01 10:55:00,20290.52,20355.2,20269.95,20342.46,405.18384,8229099.974,5268,221.31343,4493953.274
2022-07-01 11:00:00,20342.45,20346.52,20279.7,20300.69,249.43201,5065932.46,3725,95.13081,1931933.131
2022-07-01 11:05:00,20300.68,20309.55,20223.62,20257.82,394.91594,8003585.947,5391,196.31024,3978009.248
2022-07-01 11:10:00,20257.82,20265.46,20141.21,20212.16,651.75932,13171580.89,8335,284.0178,5738669.209
2022-07-01 11:15:00,20212.17,20230.15,20131.9,20197.5,423.44322,8547155.571,5992,223.88107,4517970.038
2022-07-01 11:20:00,20197.5,20218.55,20172.96,20184.53,255.50063,5159390.291,4368,113.14465,2284666.854
2022-07-01 11:25:00,20184.53,20212.52,20096.81,20144,449.47296,9055559.526,6201,207.16871,4172859.274
2022-07-01 11:30:00,20143.99,20179.72,20084.3,20132.93,384.20391,7731156.955,5388,191.68692,3857266.589
2022-07-01 11:35:00,20132.94,20160.23,20065.11,20125.89,385.57284,7753777.233,5572,187.24611,3765100.079
2022-07-01 11:40:00,20125.89,20170.55,20125.88,20156.78,205.14978,4132800.459,3648,97.97045,1973377.313
2022-07-01 11:45:00,20156.78,20159.94,20090.51,20105.04,274.66164,5526048.662,3913,124.74373,2509353.349
2022-07-01 11:50:00,20105.03,20129.07,20104.6,20125.17,187.38772,3769322.276,3365,92.56863,1862051.686
2022-07-01 11:55:00,20125.16,20125.17,19800,19833.44,1705.49389,33998654.96,19478,710.74347,14159275.17
2022-07-01 12:00:00,19833.44,19833.45,19688,19730.76,1253.3258,24753849.52,14816,634.7091,12535250.62
2022-07-01 12:05:00,19730.77,19750,19579.45,19617.96,1026.05669,20181366.17,12714,446.5174,8783717.586
2022-07-01 12:10:00,19617.97,19668.66,19524.46,19634.58,767.65631,15048005.7,10396,370.7566,7267363.552
2022-07-01 12:15:00,19634.57,19643.24,19550.12,19590.53,453.55792,8888885.846,5705,218.39864,4279300.293
2022-07-01 12:20:00,19590.53,19608.77,19550.01,19570.38,567.4502,11113363.03,6682,307.22396,6016956.29
2022-07-01 12:25:00,19570.39,19595.18,19548.99,19568.71,416.34374,8147768.103,5110,226.19371,4425853.929
2022-07-01 12:30:00,19568.72,19582.06,19546.01,19562.43,294.45374,5761291.65,3966,153.95257,3012141.055
2022-07-01 12:35:00,19562.43,19773.71,19553.92,19685.5,1064.91148,20960106.7,11774,553.67639,10896559.38
2022-07-01 12:40:00,19685.5,19728.16,19590.96,19613.94,505.60313,9946927.571,8249,236.76871,4657263.112
2022-07-01 12:45:00,19613.94,19629.58,19590.21,19608.18,282.26541,5534896.128,5120,123.42703,2420124.619
2022-07-01 12:50:00,19608.18,19624.36,19366.89,19388.49,1180.89099,23011807.45,12518,568.78831,11090613.93
2022-07-01 12:55:00,19388.49,19481.02,19379.49,19437.58,466.84669,9069421.945,7152,237.06438,4605556.615
2022-07-01 13:00:00,19437.58,19466.03,19398.65,19409.23,308.08182,5983193.859,4927,145.92106,2833691.84
2022-07-01 13:05:00,19409.23,19439.93,19386.58,19387.32,417.76641,8110157.607,5360,203.52469,3951115.267
2022-07-01 13:10:00,19387.32,19437.26,19383.21,19427.44,278.8843,5413125.675,3938,147.78142,2868274.371
2022-07-01 13:15:00,19427.44,19436.75,19337.21,19425.14,371.36105,7200994.164,4997,170.4871,3305451.246
2022-07-01 13:20:00,19425.13,19434.11,19374.09,19388.98,256.79682,4982603.345,3728,130.21351,2526349.661
2022-07-01 13:25:00,19388.98,19579.43,19315.91,19508.01,911.36458,17720735.1,8926,501.49911,9750266.304
2022-07-01 13:30:00,19508.02,19529.38,19460.4,19468.32,486.05765,9474672.749,5956,244.54826,4766633.974
2022-07-01 13:35:00,19468.33,19484.96,19388.99,19414.35,422.48791,8208219.405,5932,209.84375,4076827.215
2022-07-01 13:40:00,19414.36,19431.47,19377.12,19395.09,181.14341,3516023.421,3284,93.65567,1817736.086
2022-07-01 13:45:00,19395.09,19489.48,19381.03,19473.75,326.88247,6353875.947,4473,178.30462,3464919.175
2022-07-01 13:50:00,19473.75,19529.63,19469.07,19477.75,323.00755,6297778.4,4411,157.74407,3075238.829
2022-07-01 13:55:00,19477.74,19516,19472.96,19490.95,221.12711,4310363.938,3268,130.13965,2536432.228
2022-07-01 14:00:00,19490.95,19507.54,19442.56,19465.37,256.18656,4988567.183,3131,125.691,2447090.605
2022-07-01 14:05:00,19465.37,19492,19435.85,19468.23,251.02553,4886666.827,3652,136.35875,2654140.77
2022-07-01 14:10:00,19468.23,19483.93,19412.53,19424.78,351.426,6835566.346,3939,205.34487,3994366.875
2022-07-01 14:15:00,19424.79,19455.24,19406.85,19429.38,273.75126,5318397.002,3619,147.1434,2858810.79
2022-07-01 14:20:00,19429.37,19430.57,19361.55,19362.4,363.93357,7058639.63,4817,178.19892,3456027.66
2022-07-01 14:25:00,19363.11,19427.97,19363.1,19396.97,301.55451,5845003.991,4209,172.74969,3347977.065
2022-07-01 14:30:00,19396.96,19440,19376.76,19432.86,255.62797,4960684.775,3727,138.3561,2684527.912
2022-07-01 14:35:00,19432.85,19452,19406.59,19416.05,229.67499,4461947.659,3268,131.48293,2554334.894
2022-07-01 14:40:00,19416.04,19454.02,19398.07,19452.53,217.46436,4224855.765,3140,124.87289,2425776.399
2022-07-01 14:45:00,19452.53,19456.64,19431.78,19448.1,192.13508,3735953.328,2777,106.26949,2066249.169
2022-07-01 14:50:00,19448.1,19479.99,19395.26,19401.52,293.18675,5695662.771,4076,122.25683,2374977.386
2022-07-01 14:55:00,19401.52,19422.54,19378,19384.25,348.56763,6763666.774,3998,138.5901,2688640.36
2022-07-01 15:00:00,19384.26,19426.99,19368.2,19401.67,213.80277,4147218.249,3461,120.97862,2346471.706
2022-07-01 15:05:00,19401.66,19403.72,19337,19345.87,353.57459,6847209.199,4963,158.4094,3067654.84
2022-07-01 15:10:00,19345.87,19408.79,19340,19405.62,271.18971,5251470.022,3958,145.33099,2814095.772
2022-07-01 15:15:00,19405.62,19426.55,19379.25,19402.67,276.75377,5369871.718,4083,139.80871,2712347.167
2022-07-01 15:20:00,19402.68,19479.87,19390.09,19466.3,344.76466,6699524.395,4845,208.07616,4042883.663
2022-07-01 15:25:00,19466.3,19567.62,19452.09,19511,471.10243,9185559.051,6180,222.17567,4331455.951
2022-07-01 15:30:00,19511,19540.24,19477.75,19508.73,426.44762,8320661.358,6688,244.6918,4774552.426
2022-07-01 15:35:00,19508.73,19656.4,19504.97,19616.45,730.79578,14314917.12,8232,442.10946,8658742.931
2022-07-01 15:40:00,19616.45,19669.42,19573.46,19578.79,535.40137,10505879.74,7013,239.38857,4696527.258
2022-07-01 15:45:00,19578.8,19598.46,19540,19545.71,291.76221,5711551.094,4632,147.0087,2877430.54
2022-07-01 15:50:00,19545.72,19605.55,19540,19569.37,355.75393,6963226.744,5394,151.42916,2963634.3
2022-07-01 15:55:00,19569.37,19640,19561.08,19621.24,323.21609,6338828.723,5432,170.81408,3349464.301
2022-07-01 16:00:00,19621.23,19621.24,19573.48,19579.11,269.9314,5289295.347,3811,106.86814,2093730.166
2022-07-01 16:05:00,19579.11,19585.92,19555.4,19556.66,308.38514,6035078.313,4190,148.24654,2901016.34
2022-07-01 16:10:00,19556.65,19556.66,19476.48,19522.01,341.31977,6658424.694,4688,173.55612,3385215.099
2022-07-01 16:15:00,19522.01,19821.28,19521.01,19743.02,779.81325,15354942.83,10160,454.2523,8945971.851
2022-07-01 16:20:00,19743.02,19745,19650.2,19676.63,592.40249,11661883.37,7193,282.71516,5564031.678
2022-07-01 16:25:00,19676.64,19765.85,19667.93,19700.54,557.621,10992935.43,7321,280.40482,5527221.4
2022-07-01 16:30:00,19700.54,19720,19642.04,19659.17,368.69499,7253021.111,5012,179.2601,3526136.215
2022-07-01 16:35:00,19659.17,19690.74,19609.55,19661.11,318.33501,6257567.081,4388,146.7966,2885397.887
2022-07-01 16:40:00,19661.1,19661.82,19577.73,19608.05,313.9494,6156510.854,4477,129.84596,2546266.442
2022-07-01 16:45:00,19608.06,19620.15,19575.14,19575.15,219.51239,4300935.794,3254,107.336,2102808.967
2022-07-01 16:50:00,19575.15,19637.32,19555.73,19636.8,213.1662,4174629.294,3507,115.73307,2266751.038
2022-07-01 16:55:00,19636.8,19643.63,19583.72,19585.51,232.96053,4568227.244,3462,117.87181,2311416.37
2022-07-01 17:00:00,19585.51,19609.42,19502.35,19524.57,319.5248,6247668.427,5049,153.94578,3009513.517
2022-07-01 17:05:00,19524.56,19552.79,19511.89,19550.34,181.23795,3540131.952,3185,99.5419,1944253.899
2022-07-01 17:10:00,19550.34,19559.96,19521.06,19532.51,250.38609,4892779.292,3583,138.97785,2715406.84
2022-07-01 17:15:00,19532.5,19535.39,19429.17,19475.58,491.34136,9564582.741,7085,227.14177,4421306.281
2022-07-01 17:20:00,19475.57,19546.92,19462.79,19536.67,344.67874,6725692.959,4833,190.57136,3718237.244
2022-07-01 17:25:00,19536.66,19561.87,19512.94,19525.05,221.27921,4322681.494,3539,123.16408,2405782.704
2022-07-01 17:30:00,19525.04,19539.22,19471.41,19484.29,288.3061,5622515.48,3934,146.93597,2865351.151
2022-07-01 17:35:00,19484.29,19496.48,19428.58,19483.4,378.59028,7368204.087,5180,181.64872,3534950.331
2022-07-01 17:40:00,19483.4,19488.11,19442.47,19442.47,207.58212,4040434.421,3546,101.64928,1978472.577
2022-07-01 17:45:00,19442.48,19476.49,19387.27,19445.46,340.39495,6614464.281,5140,183.89251,3572793.806
2022-07-01 17:50:00,19445.47,19490.82,19428.88,19461.63,302.76549,5892320.208,4842,133.96729,2606868.709
2022-07-01 17:55:00,19461.63,19463.3,19383.89,19399.96,387.52873,7523901.696,6300,219.04215,4252230.66
2022-07-01 18:00:00,19399.97,19444.3,19371.55,19424.45,319.74326,6204100.266,5761,200.10229,3882591.639
2022-07-01 18:05:00,19424.45,19443,19400,19400.01,189.95122,3688364.189,3438,97.50516,1893235.279
2022-07-01 18:10:00,19400.01,19446.01,19344,19417.5,407.91651,7910960.642,6362,217.25857,4213255.132
2022-07-01 18:15:00,19417.5,19473.64,19412.5,19450.61,258.38259,5024541.031,4108,125.28801,2436229.694
2022-07-01 18:20:00,19450.61,19496.8,19450.58,19454.56,220.04449,4282955.887,3830,108.98146,2120993.631
2022-07-01 18:25:00,19454.57,19474.39,19434.01,19452.7,243.97159,4745445.316,3949,141.99648,2761975.678
2022-07-01 18:30:00,19452.7,19452.7,19408.15,19426.64,290.02624,5635891.197,4100,164.08267,3188488.275
2022-07-01 18:35:00,19426.64,19448.69,19379.12,19379.97,336.9237,6538562.483,5318,150.20933,2914967.991
2022-07-01 18:40:00,19379.96,19398.34,19151,19177.18,1009.42287,19435944.74,13507,429.90845,8275425.231
2022-07-01 18:45:00,19177.18,19208.84,19104.45,19150.5,920.24394,17629213.09,12392,454.69778,8709465.112
2022-07-01 18:50:00,19150.5,19179.37,19105.26,19130.13,562.43607,10766968.79,7586,280.33205,5366031.209
2022-07-01 18:55:00,19130.13,19144.36,19054.29,19070.87,638.96127,12201913.18,8366,263.36594,5029041.333
2022-07-01 19:00:00,19070.86,19123.87,19000,19070.56,927.41267,17672940.69,11605,420.63542,8017135.087
2022-07-01 19:05:00,19070.57,19098.97,18975,19098.97,793.34484,15104053.84,10276,340.48509,6483849.617
2022-07-01 19:10:00,19098.96,19173.07,19085.23,19165.21,613.98383,11753861.97,7922,333.85836,6390312.027
2022-07-01 19:15:00,19165.2,19191.78,19122.09,19138.04,343.23474,6574162.476,5427,160.78186,3079294.996
2022-07-01 19:20:00,19138.05,19197.07,19094.78,19168.01,385.03824,7371608.127,6018,209.73929,4015359.404
2022-07-01 19:25:00,19168,19177.24,19136.98,19172.44,207.45594,3973377.87,4158,95.37351,1826509.708
2022-07-01 19:30:00,19172.43,19200,19152.17,19177.53,283.48424,5435644.025,4879,133.86942,2566641.061
2022-07-01 19:35:00,19177.52,19193.67,19140.82,19156.48,192.45757,3689795.946,4062,84.51344,1620170.534
2022-07-01 19:40:00,19156.47,19226.68,19150.39,19172.01,280.39361,5377001.311,5309,136.69429,2620803.72
2022-07-01 19:45:00,19172,19194.26,19138.63,19163.78,319.50194,6121900.38,5269,165.55996,3172197.518
2022-07-01 19:50:00,19163.78,19167.05,19136.21,19160.57,201.45579,3858226.847,3590,80.10255,1534080.974
2022-07-01 19:55:00,19160.57,19169.26,19141.38,19155.08,159.19176,3049333.435,2845,73.06433,1399516.235
2022-07-01 20:00:00,19155.07,19213.57,19150.29,19191.03,369.0076,7080600.954,4481,157.66785,3024401.364
2022-07-01 20:05:00,19191.02,19218.82,19180.79,19212.12,202.21192,3882213.591,5092,106.25854,2039837.575
2022-07-01 20:10:00,19212.12,19224.6,19182.99,19196.85,220.43123,4231996.657,5544,107.23819,2058773.017
2022-07-01 20:15:00,19196.85,19224.56,19187.15,19210.2,150.51962,2890068.221,5580,71.73007,1377150.013
2022-07-01 20:20:00,19210.21,19294.14,19130.21,19139.28,502.57682,9658703.597,10165,262.05451,5037126.578
2022-07-01 20:25:00,19139.28,19204.53,19137.76,19167.39,296.37588,5680778.044,7181,139.67648,2676949.177
2022-07-01 20:30:00,19167.4,19293.68,19165.08,19231.02,336.25902,6468139.293,7756,177.13944,3407152.146
2022-07-01 20:35:00,19231.02,19331.82,19218.44,19273.55,414.32594,7989277.909,7774,209.96728,4047891.608
2022-07-01 20:40:00,19273.55,19287.04,19260.8,19270.9,212.99251,4104892.324,6297,96.92351,1867834.472
2022-07-01 20:45:00,19270.9,19325.1,19261.98,19318.95,246.291,4750482.037,5510,128.55845,2479669.696
2022-07-01 20:50:00,19318.95,19332.79,19292.13,19304.04,290.59661,5611489.311,7912,139.22184,2688367.151
2022-07-01 20:55:00,19304.04,19346.92,19270.58,19293.63,295.45953,5703803.943,8550,140.27653,2707472.697
2022-07-01 21:00:00,19293.63,19303.96,19265.26,19288.12,262.2725,5057562.155,7101,127.19349,2452487.753
2022-07-01 21:05:00,19288.12,19345.72,19262.19,19304.86,322.41166,6225438.957,8537,152.41547,2943077.964
2022-07-01 21:10:00,19304.86,19305.99,19247.13,19294.54,406.03172,7828294.768,7222,163.07125,3143879.209
2022-07-01 21:15:00,19294.53,19375,19294.53,19321.73,345.81364,6682795.586,8682,164.75816,3183747.258
2022-07-01 21:20:00,19321.73,19374.38,19308.62,19354.77,287.03891,5550576.343,6897,149.68517,2894445.53
2022-07-01 21:25:00,19354.78,19394.25,19319.59,19336.55,332.78234,6439192.404,8392,167.47464,3240207.629
2022-07-01 21:30:00,19336.54,19340.08,19301.57,19305.38,291.3327,5629315.472,6853,144.63527,2794509.254
2022-07-01 21:35:00,19305.38,19375.48,19264.85,19290.04,818.0757,15805269.65,13093,384.35906,7424345.358
2022-07-01 21:40:00,19290.05,19308.25,19208.64,19267.78,694.22066,13374683.76,11161,336.38615,6479839.155
2022-07-01 21:45:00,19267.79,19492.24,19267.78,19474.11,1002.85895,19459242.16,14006,565.90347,10980371.81
2022-07-01 21:50:00,19474.11,19669.22,19432.85,19568.64,1689.06893,33065176.95,20328,950.09954,18596915.22
2022-07-01 21:55:00,19568.64,19582.37,19503.93,19535.74,635.39322,12416342.93,9876,328.42572,6417349.183
2022-07-01 22:00:00,19535.74,19550.09,19446.02,19450.24,618.05665,12055754.11,8563,301.4476,5880593.59
2022-07-01 22:05:00,19450.24,19535.71,19366.9,19383.03,1285.30336,24994565.19,15131,710.52178,13815085.82
2022-07-01 22:10:00,19383.02,19447.25,19365.85,19438.98,639.60345,12409925.98,9994,328.53887,6373572.463
2022-07-01 22:15:00,19438.97,19520,19331.37,19356.26,767.21148,14896573.3,10272,429.26207,8337753.219
2022-07-01 22:20:00,19356.26,19404.21,19340.61,19370.72,516.57255,10006632.67,9105,269.32054,5216441.932
2022-07-01 22:25:00,19370.72,19433.44,19354.26,19393.4,425.79523,8254360.237,8668,205.91269,3991841.042
2022-07-01 22:30:00,19393.39,19395.92,19320.38,19342.07,395.24091,7648114.947,9065,173.19836,3351256.096
2022-07-01 22:35:00,19342.07,19357.75,19290.62,19313.22,550.11251,10626103.14,8915,210.16738,4059618.11
2022-07-01 22:40:00,19313.23,19352.61,19290.35,19339.28,314.86619,6080434.062,7892,167.99071,3244043.485
2022-07-01 22:45:00,19339.27,19408.57,19314.23,19385.86,272.29229,5273548.475,7593,131.53585,2547280.957
2022-07-01 22:50:00,19385.87,19450.56,19369.73,19428.64,329.99055,6404817.789,6949,169.07314,3281690.775
