close_time,open,high,low,close,volume,asset_volume,num_trades,taker_base_volume,taker_quote_volume
2022-07-01 22:55:00,19428.64,19429.04,19375.78,19413.13,295.59229,5736821.461,7088,137.86715,2675625.395
2022-07-01 23:00:00,19413.13,19450,19389.68,19408.92,306.38851,5949689.565,5731,145.23531,2820331.32
2022-07-01 23:05:00,19408.91,19409.95,19320,19342.28,278.89121,5400294.91,8053,122.29783,2367811.743
2022-07-01 23:10:00,19342.29,19467.13,19336.47,19432.03,397.35034,7711173.399,7697,209.5396,4066094.856
2022-07-01 23:15:00,19432.02,19447.47,19390.47,19418.85,400.29133,7777276.479,7682,239.78693,4658915.128
2022-07-01 23:20:00,19418.85,19483.41,19415.36,19435.88,397.36957,7730362.616,7597,244.17369,4750019.1
2022-07-01 23:25:00,19435.88,19463.8,19393.92,19419.99,267.12103,5190542.265,6593,132.36438,2571865.145
2022-07-01 23:30:00,19419.99,19431.13,19387.16,19403.06,293.40063,5694251.732,6102,149.40349,2899449.863
2022-07-01 23:35:00,19403.07,19436.54,19382.28,19427.87,268.14166,5205373.358,5311,117.48246,2280348.067
2022-07-01 23:40:00,19427.87,19439.27,19355.14,19391.05,339.67983,6587815.814,6397,147.09916,2852799.054
2022-07-01 23:45:00,19391.05,19432.81,19384.08,19384.08,259.29062,5031837.093,4716,131.94452,2560512.71
2022-07-01 23:50:00,19384.09,19394.91,19341.65,19345.05,373.64418,7232708.257,5333,187.38337,3626911.078
2022-07-01 23:55:00,19345.06,19349.08,19221.76,19253.83,674.97128,13010370.5,8421,293.70742,5660235.925
2022-07-02 00:00:00,19253.83,19309.78,19212.62,19290.94,459.96427,8859133.701,6157,207.12006,3989478.714
2022-07-02 00:05:00,19290.95,19300,19253.01,19285.72,371.05178,7152891.21,5367,183.43599,3536161.668
2022-07-02 00:10:00,19285.72,19351.21,19281.86,19332.22,282.58048,5459164.546,4988,161.35586,3117208.009
2022-07-02 00:15:00,19332.23,19344.06,19313.95,19327,202.12859,3906249.127,3852,95.21966,1840010.94
2022-07-02 00:20:00,19327,19411.74,19315.51,19389.84,279.5457,5413817.053,5402,150.00189,2904656.641
2022-07-02 00:25:00,19389.85,19435.62,19380.02,19411.84,308.00984,5976909.839,4909,151.37582,2937157.93
2022-07-02 00:30:00,19411.84,19419.64,19368.71,19404.9,325.89394,6320842.344,4767,161.49495,3131891.308
2022-07-02 00:35:00,19404.9,19429.82,19387.99,19399.56,237.3967,4606694.779,4453,115.99846,2250791.939
2022-07-02 00:40:00,19399.55,19404.71,19353.33,19365,281.29499,5450869.847,4884,156.93475,3041206.108
2022-07-02 00:45:00,19365,19387.2,19352.29,19373.32,132.60822,2568746.745,3132,56.56568,1095650.81
2022-07-02 00:50:00,19373.32,19398.9,19365.29,19383.21,134.85495,2613838.527,3204,75.43968,1462154.789
2022-07-02 00:55:00,19383.22,19465,19374.84,19435.06,410.46844,7975115.531,5631,208.64308,4053428.72
2022-07-02 01:00:00,19435.05,19446.22,19343.96,19347.96,225.5496,4376548.971,4417,117.57108,2281077.811
2022-07-02 01:05:00,19347.97,19372.98,19327.06,19335.87,225.44635,4362711.834,4242,114.27518,2211040.837
2022-07-02 01:10:00,19336.2,19363.78,19323.72,19361.97,199.10825,3851598.932,4239,101.93431,1971627.826
2022-07-02 01:15:00,19361.97,19410.6,19350.32,19407.89,151.58991,2936442.204,3377,81.32391,1575197.079
2022-07-02 01:20:00,19407.9,19439.67,19364.07,19427.12,308.48325,5986945.858,5086,151.37335,2937326.755
2022-07-02 01:25:00,19427.13,19431.96,19384.99,19392.5,235.1119,4563309.544,3977,103.11527,2001284.805
2022-07-02 01:30:00,19392.5,19427.06,19384.27,19392.13,162.11418,3145189.096,3251,78.00385,1513126.543
2022-07-02 01:35:00,19392.14,19422,19350.89,19353.57,204.48455,3965004.156,3590,103.86344,2014138.634
2022-07-02 01:40:00,19353.57,19530,19353.57,19477.28,632.42062,12309243.74,7076,377.9258,7355037.824
2022-07-02 01:45:00,19477.28,19506.14,19440.37,19462.87,297.43786,5793311.114,4543,155.69559,3032190.683
2022-07-02 01:50:00,19462.87,19501.74,19450.01,19493.92,244.58627,4763258.815,3821,129.70014,2525581.371
2022-07-02 01:55:00,19493.92,19506.15,19466.88,19468,290.25406,5656715.782,3851,154.78902,3016306.246
2022-07-02 02:00:00,19468.01,19499.88,19456.13,19487.94,239.64558,4667433.487,3493,133.47673,2599469.005
2022-07-02 02:05:00,19487.93,19495,19454.42,19462.62,219.75956,4280474.788,3493,110.79735,2158155.781
2022-07-02 02:10:00,19462.63,19508.82,19450.22,19470.27,212.33057,4135687.524,3524,111.12822,2164248.349
2022-07-02 02:15:00,19470.26,19481.52,19462.91,19481.51,184.06582,3584248.885,2776,84.99107,1654897.822
2022-07-02 02:20:00,19481.52,19498.98,19457.07,19498.97,181.23401,3530090.947,3217,100.60783,1959722.695
2022-07-02 02:25:00,19498.98,19544.52,19488.54,19528.85,320.48569,6254734.249,4332,152.99681,2985815.377
2022-07-02 02:30:00,19528.85,19532.28,19481.12,19488.49,165.22544,3222552.764,3021,88.72523,1730382.074
2022-07-02 02:35:00,19491.37,19535.95,19486.82,19509.91,200.17797,3906900.997,3318,98.71385,1926527.858
2022-07-02 02:40:00,19509.9,19512.52,19468.11,19496.94,193.38541,3768387.084,3210,98.29973,1915135.62
2022-07-02 02:45:00,19496.93,19498.63,19458.65,19473.77,148.27825,2887546.911,2569,61.87346,1204732.778
2022-07-02 02:50:00,19473.76,19497.12,19432,19460.15,219.78839,4277590.785,3623,108.68038,2114937.211
2022-07-02 02:55:00,19460.16,19465.16,19412.97,19425.43,167.59665,3258473.082,3274,81.02879,1575281.659
2022-07-02 03:00:00,19425.43,19445.75,19390.51,19440.28,223.38663,4339352.717,3426,122.93615,2387847.663
2022-07-02 03:05:00,19440.28,19442.85,19390.81,19404.15,169.30007,3286746.046,3245,78.94821,1532435.112
2022-07-02 03:10:00,19404.16,19430.84,19396.77,19413.43,140.55829,2728473.676,3058,78.05193,1514963.659
2022-07-02 03:15:00,19413.43,19416.45,19393.76,19404.99,189.31797,3673580.121,3098,106.28687,2062303.58
2022-07-02 03:20:00,19405,19414.19,19355.49,19355.5,161.13382,3123578.799,3498,80.35437,1557515.717
2022-07-02 03:25:00,19355.49,19373.23,19290.34,19308.7,400.70706,7739881.877,5844,185.65531,3585751.234
2022-07-02 03:30:00,19308.71,19321.33,19279.03,19314.89,299.0279,5770881.252,4129,152.78523,2948314.427
2022-07-02 03:35:00,19314.9,19371,19293.77,19301.02,258.44231,4996166.082,3925,128.7299,2488607.274
2022-07-02 03:40:00,19301.02,19314.03,19282.92,19304.09,176.11625,3399094.147,3007,84.6584,1633777.384
2022-07-02 03:45:00,19304.09,19338.36,19297.6,19325.95,166.71337,3220764.971,3044,83.17572,1606714.425
2022-07-02 03:50:00,19325.96,19373.88,19323.84,19368.74,183.01326,3541564.187,3278,96.10381,1859511.203
2022-07-02 03:55:00,19368.75,19373.59,19332.05,19348.91,185.23341,3583667.314,2941,102.77984,1988250.096
2022-07-02 04:00:00,19348.9,19393.03,19343.98,19390.17,232.88681,4511219.523,3388,103.02998,1995632.375
2022-07-02 04:05:00,19390.17,19430.74,19349.29,19355.18,254.19565,4928467.086,4176,131.30323,2545786.117
