close_time,open,high,low,close,volume,asset_volume,num_trades,taker_base_volume,taker_quote_volume,SMA_20,SMA_60,RSI,Bollinger_up_20,Bollinger_down_20,DIF,DEA,MACD,OBV,ATR
2020-01-01 07:59:59.999,7246.0,7320.0,7145.01,7195.23,25954.453533,187518399.34504002,251976.0,12595.930347,91036201.13783441,7189.975,7791.567666666667,46.365847753327124,7553.753108279075,6826.196891720926,-53.8986,-98.4788,89.1604,-14451351.59176499,275.4595
2020-01-02 07:59:59.999,7195.24,7255.0,7175.15,7200.85,16792.388165,121214452.11606228,194010.0,8946.955535,64597785.21233434,7189.236499999999,7757.628,46.551562655013036,7552.903391842038,6825.56960815796,-55.0428,-89.7916,69.4975,14468143.979929991,268.717
2020-01-03 07:59:59.999,7200.77,7212.5,6924.74,6965.71,31951.483932,225982341.3011403,302667.0,15141.61134,107060829.07806464,7189.375,7722.816833333333,40.26882192126207,7553.058182338328,6825.691817661672,-54.8638,-82.806,55.8845,-14500095.46386199,277.19050000000004
2020-01-04 07:59:59.999,6965.49,7405.0,6871.04,7344.96,68428.500451,495098582.9620354,519854.0,35595.496273,257713113.8517286,7174.736500000001,7685.666833333334,51.61203290099989,7550.0891731389775,6799.383826861024,-72.8558,-80.816,15.9203,14568523.964312991,290.9
2020-01-05 07:59:59.999,7345.0,7404.0,7272.21,7354.11,29987.974977,219874240.9399481,279370.0,16369.382248,120035111.72407165,7188.782000000001,7651.527,51.84961563500348,7567.701448770827,6809.862551229176,-55.8684,-75.8264,39.9162,14598511.93928999,287.892
2020-01-06 07:59:59.999,7354.19,7495.0,7318.0,7358.75,38331.085604,284848683.7891762,329209.0,19455.369564,144600094.38965073,7200.558,7618.951166666667,51.97838005477376,7584.892750834337,6816.223249165663,-41.1925,-68.8997,55.4143,14636843.024893992,281.04200000000003
2020-01-07 07:59:59.999,7357.64,7795.34,7346.76,7758.0,54635.695316,413330481.2260492,449937.0,28853.76777,218411610.65942463,7223.9095,7585.946166666667,61.515083767686704,7585.3031914064295,6862.51580859357,-28.8547,-60.8907,64.0719,14691478.720209992,284.3605
2020-01-08 07:59:59.999,7758.9,8207.68,7723.71,8145.28,91171.684661,724202791.1429626,685315.0,46192.111549,366866967.6139318,7280.6185,7561.642833333333,68.1272762896058,7598.904267479393,6962.332732520606,12.9894,-46.1147,118.2082,14782650.40487099,258.309
2020-01-09 07:59:59.999,8145.92,8455.0,7870.0,8055.98,112622.64264,926410232.6045058,830375.0,55071.109514,453284250.4545396,7323.990999999999,7551.1686666666665,65.33959909292219,7824.7716432655125,6823.210356734486,76.5194,-21.5878,196.2145,-14895273.04751099,270.47450000000003
2020-01-10 07:59:59.999,8054.72,8055.96,7750.0,7817.76,64239.51983,507258250.4748796,478800.0,31645.759221,249899679.33440104,7369.275,7538.611499999999,58.46667854286876,7959.696342807028,6778.853657192972,118.298,6.3893,223.8173,-14959512.56734099,278.74850000000004
2020-01-11 07:59:59.999,7817.74,8199.0,7672.0,8197.02,82406.777448,652774220.388437,606101.0,42361.755307,335845385.67483306,7400.771500000001,7518.249666666667,64.81261048902203,8017.078564043953,6784.464435956049,130.679,31.2473,198.8635,15041919.34478899,300.8195
2020-01-12 07:59:59.999,8198.86,8286.34,8003.16,8020.01,54810.032667,445034349.56470203,469131.0,27916.124974,226716001.44288608,7453.985000000001,7509.312166666667,60.190185488253334,8151.311625017177,6756.658374982824,169.1444,58.8267,220.6354,-15096729.37745599,295.17500000000007
2020-01-13 07:59:59.999,8020.01,8197.0,7960.0,8184.98,38131.494336,309351920.45885,350662.0,19718.541096,159972663.9929187,7479.913500000001,7495.946666666667,62.8494838557095,8221.809021890385,6738.017978109617,183.2331,83.708,199.0502,15134860.87179199,285.54800000000006
2020-01-14 07:59:59.999,8184.97,8196.0,8055.89,8110.34,31159.755683,252656965.35815012,289144.0,15215.226501,123407351.91807935,7523.308,7486.077666666666,60.86832365974874,8324.279543001936,6722.336456998065,205.3431,108.035,194.6162,-15166020.62747499,278.5715
2020-01-15 07:59:59.999,8110.34,8880.0,8105.54,8810.01,120399.126742,1032735180.8658738,915328.0,62492.096676,536081638.0541857,7566.036499999999,7477.138666666667,70.31470631168384,8397.509980116984,6734.563019883014,214.3715,129.3023,170.1384,15286419.75421699,310.149
2020-01-16 07:59:59.999,8814.64,8916.48,8564.0,8821.41,84816.297606,743712237.2790816,764048.0,42493.551026,372770745.1792992,7646.3054999999995,7482.776666666668,70.439916313583,8627.378689704417,6665.232310295582,274.8161,158.4051,232.8222,15371236.05182299,313.87899999999996
2020-01-17 07:59:59.999,8820.01,8859.81,8586.0,8720.01,51991.074284,451752380.2810811,543064.0,25996.30135,225914888.37777233,7727.276,7488.283166666666,67.70444211325733,8815.416435797146,6639.135564202854,319.9507,190.7142,258.473,-15423227.12610699,317.59749999999997
2020-01-18 07:59:59.999,8720.15,9041.65,8672.44,8913.28,70897.737377,629568740.707009,676403.0,36139.808845,320997160.95891666,7800.539500000001,7491.910000000001,70.08873573298547,8950.286872974633,6650.792127025368,343.5774,221.2868,244.5812,15494124.86348399,329.7409999999999
2020-01-19 07:59:59.999,8913.27,8988.88,8806.38,8915.96,38294.746545,340852837.9160803,458182.0,19421.295313,172895403.23974317,7880.396500000001,7504.011833333333,70.12167608284344,9107.727458552774,6653.065541447227,373.5905,251.7476,243.686,15532419.61002899,326.8434999999999
2020-01-20 07:59:59.999,8915.09,9198.98,8466.0,8701.7,70676.889259,623950864.2762928,615665.0,33655.943241,297282818.0931591,7956.782499999999,7517.0505,64.04878715796914,9243.851664360383,6669.713335639615,393.0615,280.0103,226.1022,-15603096.499287989,354.0804999999999
2020-01-21 07:59:59.999,8701.72,8746.99,8521.28,8642.35,38896.639746,336447837.0018059,385006.0,19453.863782,168293007.48754647,8029.5675,7527.112,62.43576333582087,9312.026946842165,6747.108053157836,386.7451,301.3573,170.7757,-15641993.139033988,356.61649999999986
2020-01-22 07:59:59.999,8642.35,8789.0,8488.0,8736.03,36494.687659,316056704.984738,365621.0,18731.871637,162303157.94279355,8101.9235,7544.022166666667,63.977855319157825,9348.984138331076,6854.862861668924,372.6546,315.6168,114.0757,15678487.826692987,367.67399999999986
2020-01-23 07:59:59.999,8736.04,8818.0,8590.0,8682.36,29080.557138,252638888.2149255,317424.0,14477.157512,125794389.99554266,8178.682500000001,7568.4855,62.39743769512037,9380.376903640994,6976.988096359008,364.8413,325.4617,78.7593,-15707568.383830987,364.6859999999998
2020-01-24 07:59:59.999,8682.77,8691.81,8306.39,8404.52,48165.944597,407428808.675337,464805.0,23287.712444,196965082.0404137,8264.515,7591.331999999999,54.8443895672204,9340.019700706642,7189.010299293356,350.2807,330.4255,39.7104,-15755734.328427987,357.25899999999984
2020-01-25 07:59:59.999,8404.52,8528.02,8238.0,8439.0,41687.529529,349874174.79003936,407271.0,21293.489586,178752179.11477745,8317.492999999999,7616.352666666668,55.56326689877903,9302.887481330075,7332.098518669921,312.7171,326.8838,-28.3334,15797421.857956987,365.17049999999983
2020-01-26 07:59:59.999,8438.99,8451.26,8254.9,8340.58,25521.157932,212869245.6358978,283118.0,13076.752786,109098245.22427255,8371.7375,7638.5098333333335,52.970986821476934,9247.140406212475,7496.334593787524,282.4738,318.0018,-71.0561,-15822943.015888987,366.1384999999999
2020-01-27 07:59:59.999,8340.01,8618.13,8293.66,8615.0,31130.485164,263941925.272999,332612.0,15797.911267,133936210.1435635,8420.829000000002,7658.250499999999,58.74978408337225,9155.918867213519,7685.739132786485,247.7086,303.9432,-112.4691,15854073.501052987,359.9329999999999
2020-01-28 07:59:59.999,8614.39,9000.0,8535.0,8907.57,53973.542996,473194952.8044688,514196.0,28592.326521,250794158.80919072,8463.679,7676.691833333332,63.84989756631584,9133.05953533884,7794.29846466116,239.5391,291.0624,-103.0465,15908047.044048987,358.98449999999985
2020-01-29 07:59:59.999,8907.57,9400.0,8862.4,9374.21,74584.853765,676593159.4823396,616678.0,38852.363246,352558461.2153821,8501.793500000002,7701.493166666666,70.18225312558364,9181.567599420643,7822.01940057936,253.7476,283.5994,-59.7036,15982631.897813987,356.61449999999985
2020-01-30 07:59:59.999,9375.34,9449.24,9216.0,9301.53,53864.065122,503188568.83635783,492545.0,26615.651329,248688826.41119042,8567.705,7728.735333333333,68.17905288993818,9317.500099126202,7817.909900873798,299.2128,286.7221,24.9814,-16036495.962935988,352.97749999999985
2020-01-31 07:59:59.999,9301.57,9578.0,9204.44,9513.21,60626.744259,569652869.8196837,529570.0,30852.55545,290043577.4392868,8641.8935,7758.062666666666,70.79375585206066,9372.634758500384,7911.152241499616,325.626,294.5029,62.2462,16097122.707194988,345.3054999999998
2020-02-01 07:59:59.999,9511.52,9530.22,9210.01,9352.89,45552.022352,425779010.40653664,428547.0,22482.470899,210150300.2222744,8707.703,7793.434666666667,66.34719361403832,9503.888702223578,7911.517297776421,359.4954,307.5014,103.988,-16142674.729546988,347.1569999999998
2020-02-02 07:59:59.999,9351.71,9464.53,9281.0,9384.61,28578.067354,268137739.9933375,334972.0,14679.126305,137764121.89168733,8774.347,7827.744833333333,66.79162750709756,9551.060263088015,7997.633736911984,369.1454,319.8302,98.6304,16171252.796900988,344.4834999999998
2020-02-03 07:59:59.999,9384.41,9477.03,9120.0,9331.51,45690.91254,428064088.6904683,446558.0,22588.40606,211808205.79156947,8834.3285,7862.609833333334,65.23839951669302,9604.661094424397,8063.995905575602,375.0295,330.87,88.3189,-16216943.709440988,355.3294999999999
2020-02-04 07:59:59.999,9331.59,9618.79,9234.0,9292.24,50892.133451,476379993.4924724,492124.0,24781.397696,232065946.53854197,8895.387,7898.229666666667,64.0520912426424,9616.084869541806,8174.689130458195,371.1298,338.922,64.4157,-16267835.842891987,335.8459999999999
2020-02-05 07:59:59.999,9291.35,9350.0,9093.01,9197.02,53308.175266,491136137.2107625,528930.0,26103.432307,240571508.24015158,8919.4985,7929.950333333333,61.14852201475023,9660.159872139788,8178.837127860212,360.7125,343.2801,34.8648,-16321144.018157987,331.0714999999999
2020-02-06 07:59:59.999,9197.02,9744.45,9177.22,9612.04,64870.415615,613540574.7818311,661758.0,35375.605202,334620486.13736695,8938.279,7957.7761666666665,67.96485887974916,9687.467221642875,8189.090778357125,340.8441,342.7929,-3.8975,16386014.433772987,345.7425
2020-02-07 07:59:59.999,9612.03,9862.57,9526.35,9772.0,64949.706588,631245079.8223811,682179.0,32143.454647,312506614.3866246,8982.8805,7993.173333333334,70.13940680727288,9781.908970883955,8183.852029116044,354.5005,345.1344,18.7322,16450964.140360987,344.093
2020-02-08 07:59:59.999,9772.0,9885.0,9730.0,9813.73,43966.114632,430744860.1814393,582249.0,22733.988186,222761439.9557888,9025.816499999999,8030.871499999999,70.69820910093895,9898.03281984333,8153.600180156666,373.9205,350.8916,46.0576,16494930.254992986,342.718
